date,rate,probability
04-28-2016,6.7200000000000006,0.0016000000000000001
04-29-2016,20.640000000000001,0.060100000000000001
04-30-2016,14.399999999999999,0.0038
05-01-2016,18.48,0.012800000000000001
05-02-2016,15.84,0.012200000000000001
05-03-2016,16.799999999999997,0.012
05-04-2016,0.23999999999999999,0.00069999999999999999
05-05-2016,0.0,0.0
